school_name,School Code,comment,score,date,thumbup,thumbdown,place_id,commentgg,Author Name,Rating,Likes,Date
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"I've been studying here for past 4 months. Campus and faculties are amazing. But the AMOD program in Data Analytics is not that good. I won't recommend as the courses designed do not provide adequate learning and neither is facility supportive.

I thought education here would better than in my home country, but I was wrong.",Karan Singh,2.0,,2023-05-12
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"Trent University has a beautiful campus surrounded by nature and it is even nicer in the fall. I have had a good experience at this school, however, I wish they sent more information over email about clubs and so on to make it more accessible to students who are unaware, as well as events on campus. For profs I have had a mix of good and bad, some teachers are very helpful and knowledgeable and sometimes others not so much, but it is usually like that at any school you attend. There is a wide variety of options for classes and I would recommend this school to others. For living on campus I would recommend either the annex’s or Gzowski college for the best experience!",Carmen Hebert,3.0,,2022-12-27
Acadia University,,,,nan,,,ChIJgZ6maJJvcVMRKB7Wi-a1HQs,"I honestly don’t know how SAIT reputation is so well known. For what exactly? I’ve been here for the past year and I can say that I am very disappointed with my experience here, as an international student I am grateful for the opportunity of studying here but at the same time the international fees are absurdly high and for paying so much the least a student would expect is to have amazing professional instructors, but every time I start a new term here I get frustrated with the lack of options of instructors for my course, some courses would literally just give you one option for instructor and if the instructor is bad(like mostly are), well good luck, you are basically forced to stick with that until the end of your term. In addition, escalators and water fountains always broken, some staff are very rude and impatient when trying to help you out. I also love swimming and I was hoping to do this when I got here but the pool has been “in maintenance” since I started school, about a year ago. I honestly would like to know where all my money is going to. Yes, I had some amazing instructors, like Alisson, Roxanne, Lisa Mckay, but getting a good instructor here rarely happens so I definitely wouldn’t recommend this institute to anyone.",Nikolas Lopes,2.0,,2023-05-11
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"Trent University is a great choice for those who did not make the grade for more prestigious institutions or are starting over again. For those who strive for academic excellence, Trent University faculty provide world class instruction that prepares students for future academic work or careers after graduation.

The only drawbacks is its location and the long, dark winters. If you can overcome these minor drawbacks, Trent University may be right for you.",iran747,4.0,,2023-05-11
Acadia University,,,,nan,,,ChIJzQd-DLw0K4gRoqqSLgWbDtE,I haven’t been inside the college but I always love to see these historical buildings.,sayo. ca,5.0,,2023-03-08
Acadia University,,,,nan,,,ChIJzQd-DLw0K4gRoqqSLgWbDtE,"Trinity College in Toronto, Ontario, is one of the smallest and most prestigious colleges on the St. George Campus of the University of Toronto. The College has over 1,800 undergraduate students who are enrolled in the university's Faculty of Arts and Science, and about 140 students in Trinity's Faculty of Divinity, Canada's oldest Anglican theological school. Since its founding in 1851 the College has valued and fostered a high level of academic achievement.",Jame Tackett,5.0,,2018-04-15
Acadia University,,,,nan,,,ChIJzQd-DLw0K4gRoqqSLgWbDtE,"Back for another visit today January 27.2021 during our pandemic and took in some more of the sights and heritage buildings.

I walked through the area at dusk and captured some images after dark. Love all the pathways and historical buildings. Amazing views from all angles and will be back for more photography again.",Tim Chase Photography,5.0,,2021-01-27
Acadia University,,,,nan,,,ChIJzQd-DLw0K4gRoqqSLgWbDtE,"Visited this beautiful college through the Open Doors Toronto festival on Sunday, May 29, 2022 around 2 p.m. The gentleman who was the shift guard kindly gave us some information and recommended visiting the chapel. There was a cozy mesmerizing chapel! Beams of sunlight out of a painted window created a scene of joyful play of colours and light!, reminded us of the Nasir-ol-Molk mosque in our hometown, Shiraz, Iran!",Hamideh N.,5.0,,2022-05-30
Acadia University,,,,nan,,,ChIJzQd-DLw0K4gRoqqSLgWbDtE,"I love going to the Annual Trinity College Book Sale. Every time I come to it I am blown away by how beautiful this campus is. The building looks straight out of Hogwarts. It's beautiful. Do people get married here? They should, it's so pretty. I would like to find other reasons to visit this building.",Helena Kyriakou,5.0,,2017-11-03
Acadia University,,,,nan,,,ChIJNxoXXa4d1YkRiW4cZ3Ec7vI,Lovely and very friendly place to visit if your kids are going  to apply to there.,Jason Abbott,5.0,,2022-11-12
Acadia University,,,,nan,,,ChIJNxoXXa4d1YkRiW4cZ3Ec7vI,"I don’t recommend Trent University Durham at all. In a place where one is meant to learn and build connections, they are instead treated unprofessionally by the teachers. I myself was targeted by a teacher here and no matter how many complaints I made to the Dean, nothing was done. If you’re interested in receiving the education you paid for all while being treated with respect, I highly suggest looking elsewhere.",Jessica DeLaire,1.0,,2023-01-18
Acadia University,,,,nan,,,ChIJNxoXXa4d1YkRiW4cZ3Ec7vI,They offer nothing as compared to the tuition fees they charge. All the best to International students who are taking admission in this GREAT university.,sheshang,1.0,,2023-09-01
Acadia University,,,,nan,,,ChIJNxoXXa4d1YkRiW4cZ3Ec7vI,Honestly this school needs more invigilators and more larger rooms… some of the classes were really small and had very limited chairs (students sit beside each other) and that desks are connected so it’s easy for people to cheat. Desks should be separated into individual desks,Lauren T,2.0,,2023-06-17
Acadia University,,,,nan,,,ChIJNxoXXa4d1YkRiW4cZ3Ec7vI,Amazing and super modern university campus!,Chillers65,5.0,,2023-08-19
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"Trent University has a beautiful campus surrounded by nature and it is even nicer in the fall. I have had a good experience at this school, however, I wish they sent more information over email about clubs and so on to make it more accessible to students who are unaware, as well as events on campus. For profs I have had a mix of good and bad, some teachers are very helpful and knowledgeable and sometimes others not so much, but it is usually like that at any school you attend. There is a wide variety of options for classes and I would recommend this school to others. For living on campus I would recommend either the annex’s or Gzowski college for the best experience!",Carmen Hebert,3.0,,2022-12-27
Trent University ,/school/19091,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,Best primarily undergraduate univ. In Ontario. I had an excellent experience there both for undergrad and masters science programs. Smaller class sizes and very caring and supportive professors and staff.,Alma Barranco,5.0,,2023-06-07
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"Devastated to see such blatant disregard for the environment!  We arrived, in May, to find industrial mowers clearing the grounds of dandelions.  You could almost hear the bees being crunched up! If you must mow (you don't), at least wait until the pollinators have flown.  Seriously, they need help... give the bees a chance!",Eileen Zapshala,1.0,,2023-05-08
Acadia University,,,,nan,,,ChIJw41iuB311YkREso8L-O3FfM,"I've been studying here for past 4 months. Campus and faculties are amazing. But the AMOD program in Data Analytics is not that good. I won't recommend as the courses designed do not provide adequate learning and neither is facility supportive.

I thought education here would better than in my home country, but I was wrong.",Karan Singh,2.0,,2023-05-12
Acadia University,,,,nan,,,ChIJjfqz1F8sflMR9Ls-dvm2c5M,"Took corporate taxes with these guys, there online program is really bad, no help, they just read whole textbook. Do all questions which isn’t humanly possible. Passed with 70 but self paced education is not worth a penny",Jachinder Singh,1.0,,2023-05-24
Acadia University,,,,nan,,,ChIJjfqz1F8sflMR9Ls-dvm2c5M,It is not a university! It is more like a daycare! Discipline here is catastrophic! For a two year diploma I had to wait about one year to answer my apply! They lost my check for tuition fee more than  3month!!!,Mohammadehsan Raji,1.0,,2023-05-07
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,University of fraser valley,Roni Khalil,5.0,,2018-06-05
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,I've been attending this university for a few years now and the professors in the Agricultural and Environmental studies departments have been amazing to me. The professional relationships I've developed because of the extra work they put in have helped with my career in numerous ways.,Weston Johnsrude,5.0,,2023-05-25
Acadia University,,,,nan,,,ChIJefUTNBkipEwRkB4RZY0FTdE,"Beautiful university connected to UNB.  We were visitors to the campus and very impressed. The grounds were beautiful and it was a much larger campus than we thought. Much of the campus is closed right now, due to the summer term, and covid, but it still looked beautifully maintained.",Krista Whitehouse,5.0,,2021-08-21
Acadia University,,,,nan,,,ChIJdSBdCLb2BFMRO2udeHa7g9I,The chapel is amazing.  It's very much a community.  Father Ron is likely one of the best priests in the city.  Very humble and personable.  He has made the worshipping community into an actual community.  I hate missing mass now because I can't wait to hear his homily that week.,Jasmine Liska,5.0,,2018-10-24
Acadia University,,,,nan,,,ChIJdSBdCLb2BFMRO2udeHa7g9I,Impressive college.  There's a chapel in house.,ari,5.0,,2018-04-29
Acadia University,,,,nan,,,ChIJdSBdCLb2BFMRO2udeHa7g9I,Their canteen is great!,Ferenc Borondics,4.0,,2015-12-03
Acadia University,,,,nan,,,ChIJdSBdCLb2BFMRO2udeHa7g9I,,Perez JB,5.0,,2020-10-10
Acadia University,,,,nan,,,ChIJdSBdCLb2BFMRO2udeHa7g9I,,Myeesha Ishady Anzum,5.0,,2021-09-28
Acadia University,,,,nan,,,ChIJD5txszD5pUwR6l1HZDZSJVY,"Doors Open 2019 - Stop 5: St. Stephen's University

Interesting to learn about this university having driven by it often.",Catherine Graham,3.0,,2019-10-15
Acadia University,,,,nan,,,ChIJD5txszD5pUwR6l1HZDZSJVY,"St. Stephen's University is incredible - unlike any university I have come across before.  They have the most amazing travel program - you get to visit 12 countries during your degree, and you travel with your whole class!  It also has a small community feel, where everyone knows each other and everyone is included and accepted.  A far cry from the public university I attended where NONE of my professors knew who I was.  SSU has very small class sizes, and your professors become your friends.  It's amazing.  If you're thinking about doing a broad Arts degree that keeps your career options open, you should check out SSU.",Jeremy Barham,5.0,,2012-09-25
Acadia University,,,,nan,,,ChIJD5txszD5pUwR6l1HZDZSJVY,I can no longer in good conscience recommend SSU to prospective students. It would be dangerous to send students to a school that has proven time and time again that they are unwilling to ensure that the women in their community are safe.,Madaline Reynolds,1.0,,2022-12-09
Acadia University,,,,nan,,,ChIJD5txszD5pUwR6l1HZDZSJVY,"I spent one semester studying at SSU (a few years back) and one semester studying at a much larger university in NS afterward. The quality of education I received at SSU was MUCH better than the other. I only left because I grew very homesick. My only significant complaint I had was the amount of food you are fed in the meal plan.. I was constantly hungry still after every meal so that was disappointing considering the amount you pay on the meal plan. Besides that, great school!",Sonja Pikel,4.0,,2023-01-13
Acadia University,,,,nan,,,ChIJD5txszD5pUwR6l1HZDZSJVY,"Great university to be yourself! You can see Calais, Maine USA right across the street.",Christina Z.,5.0,,2022-04-20
Acadia University,,,,nan,,,ChIJD3a35hpFXEsRrN0sXjyMwE8,Men's basketball team took the time to sign hats and mini basketballs after an incredible semi finals win.  Great players teaching amazing lessons to a couple of excited young boys.  Very impressive program.,Adam Thompson,5.0,,2023-03-12
Acadia University,,,,nan,,,ChIJD3a35hpFXEsRrN0sXjyMwE8,"One of the best University. They are all so helpful and professional. This university keep your stress way and help you to achieve your goals. Glad to be part of it. After completing a University and College degree already.
STFX Thank you.",Violtsa Elmazai,5.0,,2023-08-16
Acadia University,,,,nan,,,ChIJD3a35hpFXEsRrN0sXjyMwE8,Beautiful campus. I stopped by on my way back to New Brunswick from Cape Breton.,Mithun Mo,5.0,,2021-10-15
Acadia University,,,,nan,,,ChIJD3a35hpFXEsRrN0sXjyMwE8,"It’s so serene and a beautiful 🤩 place, with fun activities around🤗 I almost thought of changing my school 🤪🤣🤣🤣",Jemila Owugah,5.0,,2023-05-05
Acadia University,,,,nan,,,ChIJefUTNBkipEwRkB4RZY0FTdE,Such a good school. Administration leaves a little to be desired tho,Amy Obrien,5.0,,2016-05-21
Acadia University,,,,nan,,,ChIJefUTNBkipEwRkB4RZY0FTdE,"Toxic people allowed to work here.  I considered a teaching career but after being called the “c” word and a bunch of other profane words, decided not apply. Also a student was denied graduation because she plagiarized her work. Ironically, the professor who deemed her work plagiarism was herself caught plagiarizing the work of her colleague in a grant application. The other person reviewing is correct that professors protect each other regardless of their shenanigans because each one of them seemingly have skeletons to hide.",Eric Mayfield,1.0,,2021-08-11
Acadia University,,,,nan,,,ChIJefUTNBkipEwRkB4RZY0FTdE,"Pretty quiet these days, it's so eery being on campus and there's like no one else visible. Covid has had such a dramatic impact on our lives. The two campuses UNB and STU have shared the hill for many years and thousands of students and staff have walked these grounds countless times. What once was bustling and sometimes busting at the seams, two campuses like a city within the city of Fredericton, is now sooo quiet like a ghost town. Looking forward to a little bustling once again... :)",Chris Bird,4.0,,2021-02-13
Acadia University,,,,nan,,,ChIJXRsCmM80K4gRutjp5gJkQR8,"On our tour of Toronto we were shown the daring futuristic building of the Sharp Centre for Design. It is located 3 blocks to the west of University Ave and easily accessed from the downtown Toronto (about 10 minutes' walk from our hotel, Shangri La Toronto).
Today, the building inaugurated in 2004, is a widely recognizable city landmark. The structure resembling an intergalactic spaceship, is a box, notably elevated from the ground and supported by pillars varying in colors and their angles.
The feat of the modern architectural thought, the Sharp Centre for Design, is the joint work of the famous British architect Will Alsop in partnership with Toronto-based Robbie/Young + Wright Architects. The design received many influential awards and praises of the world architectural and engineering organizations.
Looking to the south, down McCaul St, enjoy the view of the CN Tower.
Please bear in mind that this amazing building doesn't require a tour, admission, or exploring its interior; it can be simply viewed as a stop of your tour of Toronto.",RGSOUNDF,5.0,,2019-05-02
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"3/10 proffesors teach well. Rest know that everyone here is just for Canadian PR requirements. I faced this one professor who left the course without teaching anything for 3 months and no gradings and came back the next year and repeating the same thing. The CIS department does not like to take your concerns seriously as well.
Conclusion: If you want to study, this university isnt for you. If you just want to graduate, might take a shot.",Abhishek Dere,2.0,,2023-03-27
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"This place is a solid university. It’s got lots going for it. Library and decent food, Timmy’s and Triples Os.
All the teachers I have got it’s been solid, a few haven’t been great and not all will. The age variety is more in the early 20s. It’s still an amazing place for anymore to start over in their career.",Nick Potter,5.0,,2022-11-10
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"Solid University, the professors here are kind and care about their students. the campus itself is also very well kept and maintained. Recommend coming here.",Eren Yeager,4.0,,2023-02-23
The University of The Fraser valley,/school/18660,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJXRsCmM80K4gRutjp5gJkQR8,"Edit 2: The school closes at 10pm every day now. The school used to be open until midnight.

How are students supposed to finish their projects on time if they are kicked out of the space they create art in?

Edit 1: This school does not care about you after you graduate. They only care about taking your money and kick you out the door.

I just graduated and was in the area this weekend and needed to use the bathroom. The security told me no.

I said I am an alumni and the security still said no.

The bathrooma at the main building and Annex building were open before the pandemic. Now security is very tight.

Terrible school and unwelcoming.",LeFay Noir,1.0,,2023-06-15
Acadia University,,,,nan,,,ChIJXRsCmM80K4gRutjp5gJkQR8,The architecture from their building’s are something else if you enjoy photography; check it out!,Cindy C,5.0,,2023-05-17
Acadia University,,,,nan,,,ChIJXRsCmM80K4gRutjp5gJkQR8,"The OCAD University building is a vibrant beacon of creativity that brings immense joy to its neighborhood. Its striking design, with its bold colors and unique architectural elements, is a visual delight that instantly uplifts the surrounding area. The building's presence serves as a constant reminder of the artistic energy and innovation that flows through the neighborhood. As a hub for aspiring artists, designers, and thinkers, OCAD University fosters a sense of community and inspiration, creating a positive ripple effect that extends beyond its walls. It's truly a source of joy and pride for the neighborhood. #CreativeHub #InspiringArchitecture #OCAD",Saeed Moayyedi,5.0,,2023-07-17
Acadia University,,,,nan,,,ChIJefUTNBkipEwRkB4RZY0FTdE,"Cute campus. Bad gym, it shares a library with UNB.",Lord Commander,5.0,,2018-01-05
Acadia University,,,,nan,,,ChIJXRsCmM80K4gRutjp5gJkQR8,"As a grad student, I’ve really enjoyed my time at OCAD. Such a unique school with incredible faculty and such a broad and undiscovered range of educational programs.",Hailey Appel,5.0,,2023-08-05
Acadia University,,,,nan,,,ChIJwQtRyp8ioFMRiw7h2IIkM8w,"Okay, so I don't have much to say 🙃
But hey King's University is a great school for someone that doesn't like being in an overpopulated school.
Honestly, I love how small the classroom sizes are and how free and easy students and lecturers communicate which I think is a key importance in every student's life.

King's University has a very good Christian culture and a plus for someone very interested in Christianity and building a very good Christian-like foundation 😀 👍.

As a first-year winter student, it is been okay so far and I think I would like it here 😊.

Wait how do you all make friends in new schools cause I know I am finding it hard making friends here 😂 no offense tho, but maybe later in the year I would.

There is a lot to say about King's University but I won't say much cause I just started, I must say the students, staff, and workers are soo friendly Honestly it creeps me up sometimes 😅 coming from a country that cares less about politeness. It pretty welcoming here.

I might add more information or thoughts as time goes on or I might not. So hey if you wanna be in a good Christian university that has good classrooms and small class sizes then I highly recommend King's University and oh not to forget how easy it is to communicate with your lecturers about a problem or suggestion 😊.

Okay bye for now.",Sandra,4.0,,2023-01-31
Acadia University,,,,nan,,,ChIJwQtRyp8ioFMRiw7h2IIkM8w,"My experience as a former student of The King's University began as a 4 star experience in the 2021 school year as I found the mandatory courses to be engaging and the professors to be helpful and welcoming. The following school year was a drastic change in which several long-term employees were terminated and were replaced by professors who were inexperienced and lacked the competency to teach at a university level.

In addition, tuition rates were raised by 7.5% on already phenomenally high costs, bringing the cost per course to 1316.00$. The decline in value of education was very sharp. In order to afford these rising costs, I began a full time day job and discovered there were only three evening courses being offered in the entire institution so I had no selection in my courses as I required a minimum of three to maintain full time status. As one course was so poorly taught, I was forced to withdraw for a partial refund so it would not be a complete waste of time and money. Textbooks for courses were additionally strange as they were often Amazon books not available elsewhere and being sold directly by the author. The books gave a singular viewpoint, were not academically credible outside of the institution and were favourable by the professors for the specific narrative they wanted to teach.

I went to the registry to discuss concurrent enrolment to keep my full time status, however Michael Abadilla at the registry informed me that it would not work like that and did not provide any relevant information or assistance otherwise. As a result, my scholarship and grant money was terminated and I later came to find out through an advisor from Alberta Student Aid that concurrent enrolment was an option available to me but unfortunately the lack of staff competency at the registry lead to great financial loss for me.

The value of a degree at this institution holds very little value as a job seeker as there are limited opportunities for growth within the institution and a high degree of leniency to students that does not encourage efforts in class. As a religious institution, the teachings of Christianity were conflicting as the conduct of students did not uphold the supposed values of the institution and the religious teachings and doctrine varied based on the professor. Some held ""conservative"" views while others taught ""liberal"" Christianity and at the end it was confusing and contributed to a loss of faith and lack of understanding regarding  the principles of the religion the institution was trying to teach.

This school is suitable as an entry-way into post-secondary if you hold a GED or lower marks in highschool, or choose to apply as a mature student but it is only good for using the education to quickly transfer to a more credible university.

Overall, this experience was not worth the thousands of dollars wasted, poor teaching and moving hundreds of miles from home for the opportunity to receive a post-secondary education but it served as a stepping stone to receiving a better education elsewhere.",NJNP,2.0,,2023-02-21
Acadia University,,,,nan,,,ChIJwQtRyp8ioFMRiw7h2IIkM8w,"I have had the awesome privilege to attend this university for the past two and a half academic years.  I am beyond impressed with the quality of education you receive and how easily accessible your professors are to assist you in your learning.  I have had the privilege to be apart of many aspects of King's, including but not limited to: the ambassador program, student working, many clubs (3!), and the Micah centre.  There is so many opportunities here and it feels as if the possibilities are endless.  I have made many friends who will last a lifetime and have created friendships with professors and co-workers outside of the classroom and office. I highly recommend TKU and I can not wait to finish my degree here and the education after-degree :)",Mckena B,5.0,,2019-12-12
Acadia University,,,,nan,,,ChIJwQtRyp8ioFMRiw7h2IIkM8w,"Haven't attended this University,  so maybe the review would be different otherwise, but walking into the doors, The staff have been nothing but Kind to me every time I have a Question. They're loving too. One guy actually took a couple minutes out of his day to walk me to the prayer room because I wasn't even sure where it was. Thank you for your kindness.",Abeeku Kilson,5.0,,2020-02-07
Acadia University,,,,nan,,,ChIJwQtRyp8ioFMRiw7h2IIkM8w,"I have attend The King's University for my entire university career. Throughout my time at King's I have been graciously encouraged to follow my dreams, motivated by my peers to contribute to the King's community, and inspired by my professors (With whom I have acquired personal relationships with). At King's you are more than just a number. Walking into the registry, staff will greet you by your first name, professors learn your name one the first day of class, and will stop you in the halls to ask how you are doing. I have also had the opportunity to be employed as a student worker in various departments. By working all over The King's University, I have grown both in my personal, and professional abilities. My bosses are supportive, friendly, and understanding when it comes to exams and class deadlines. The student life staff are exceptional in their fields, and I know that student conflict is handled professionally and maturely. The King's University strives for excellence in their students, and are willing to accommodate any deficiencies that may arise. I recommend King's to anyone who shows interest in attending a post-secondary institution.",Zayal Sirdar,5.0,,2017-08-11
Trinity College in the University of Toronto,/school/17242,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJS0uG4g7ShVQRTEPGW60In3o,"I’m an International student here and the staff is really very friendly, understanding and cooperative. Plus the education system they use is really helpful in the competitive world. Lovely experience being here.",Sehajpreet kaur,5.0,,2023-05-09
Acadia University,,,,nan,,,ChIJS0uG4g7ShVQRTEPGW60In3o,"Dorms smell, are hot and uncomfortable, showers still look dirty from the 80s. And I put a $20 in their vending machine and it just stole it. If you can live in your car instead of here do jt",James Lively,1.0,,2023-07-31
Acadia University,,,,nan,,,ChIJ2QHYVEuzt0wRCkczUGODyEA,"Great university. Knowledgable, caring, competent and accessible professors in the area of law.Class sizes are relatively small. Don't regret my choice for a second.",Constantin Kiryakidis,4.0,,2013-03-25
Acadia University,,,,nan,,,ChIJq6ziNL_ZlUwRjn85I2WDTJo,The building is very pretty. It brings this aspect of grandeur and beauty. The signage on campus is also very good and it is easily possible to find your way around without worry. There is plenty of room for parking and the dormitories seem very friendly to me.,Sultanrs,5.0,,2021-07-20
Acadia University,,,,nan,,,ChIJq6ziNL_ZlUwRjn85I2WDTJo,For Carlos Alberto: why invalidate Walid's experience? It seems to me that everyone has their own experience and since I came to Rimouski I have experienced the same thing as him. Very few jobs and a few stupid questions at the interview (like my age or if I'm open-minded lol). Rimouski remains a very beautiful city but difficult when you don't have a car because everything is far away and there is not a good transport network. I can't even count the number of km I've walked so far.,Will Brown,4.0,,2022-08-20
Acadia University,,,,nan,,,ChIJq6ziNL_ZlUwRjn85I2WDTJo,"I do not recommend this university to all foreign students and those who do not have an exemption or research grant and who are financially limited. There isn't a lot of work in Rimouski and it's a slightly racist city, I was told ""Ah, you're an Arab!"" by an employer in the middle of an interview... travel is extremely difficult especially in winter, the closest grocery store to the residences is 1 km away... Go to Montreal instead, never come to a lost corner like Rimouski, you not going to learn anything, it's a boring town, I spent 6 months here, I didn't learn anything. A good hearer!",Walid Alioua,1.0,,2021-12-15
Acadia University,,,,nan,,,ChIJq6ziNL_ZlUwRjn85I2WDTJo,"I did my last year of study at this university, on an exchange program with France. And I keep very good memories of it, and in particular the cinema sessions organized every week with a free snack!!! I find this concept great. Beyond that, the infrastructure is nice, computer room available, very enriching training program and dedicated teachers. I don't regret going there.",c moi,5.0,,2023-03-17
Acadia University,,,,nan,,,ChIJi04WjAOVuEwRi3HkMHfhW1A,"Not to be missed: next open house evening at the Lévis campus Wednesday, November 1, 2017 – 6:30 p.m. to 9:30 p.m.!

Come meet me and submit your application for free!",François Cormier,5.0,,2017-09-15
Acadia University,,,,nan,,,ChIJi04WjAOVuEwRi3HkMHfhW1A,"A wonderful University where teachers and lecturers are passionate. I frequent the Pavillon de Lévis and it is a very nice establishment. I recommend UQAR without any hesitation. No matter your age, it's easy to fit in with the other students! /

A wonderful University where teachers are passionate. I frequent the pavilion of Lévis and it is a very beautiful establishment. I recommend the UQAR without any hesitation. No matter your age, it is easy to integrate with other students!",Stéphane Clavet,5.0,,2021-07-28
